name,frequency,mean_age
YOLANDA ENCARNACION,23,40.1
YULIANNA,23,22.4
YUMAIRA,23,12.6
YUNXI,23,7
YUYUN,23,44
ZELIA MARIA,23,51.8
ZIYU,23,13.7
ZOE LOUISE,23,28.8
ZOI,23,23.9
AALTJE,22,68.6
ADA CRISTINA,22,37.8
ADEELA,22,24.5
ADELA BEATRIZ,22,46.5
ADINA IONELA,22,26.5
ADRIANA CAMELIA,22,31.2
ADRIANA EDITH,22,44.2
ADRIANA GEORGETA,22,38.6
ADRIANA JACQUELINE,22,33.3
ADRIANA LOREDANA,22,28.3
ADRIANA MAGDALENA,22,33.4
ADRIANA MANUELA,22,34.5
ADRIANA ROXANA,22,26.1
AFRAE,22,14.7
AGATA ANNA,22,34.7
AIDA INES,22,50.3
AIDA MARGARITA,22,52.8
AINHOA GABRIELA,22,6.4
AITANA NEREA,22,7
ALEJANDRA VIVIANA,22,43.4
ALEXANDRA LARISA,22,18.1
ALEXANDRA PAULINA,22,28.4
ALICIA ANGELA,22,59.9
ALICIA PAULA,22,31.5
ALICIA TRINIDAD,22,45.3
ALICIA VIRGINIA,22,47.3
ALINA MIRABELA,22,30.6
ALINA RODICA,22,31.4
ALINA VASILICA,22,32.4
ALISON DAYANA,22,12
ALOA,22,22.9
AMA,22,30
AMANAY,22,14.7
AMELIA ANA,22,46.5
AMELIA LUCIA,22,47.5
AMELIA LUISA,22,60.2
AMPARO INMACULADA,22,50
ANA CAROLINE,22,17.5
ANA CATERINA,22,29.4
ANA LIBIA,22,52.1
ANA LORENZA,22,50.2
ANA MARIA ANTONIA,22,62.4
ANA MARIA GABRIELA,22,20.1
ANA MIREN,22,42.8
ANA NARCISA,22,44.1
ANA PRISCILA,22,26.1
ANA TULIA,22,56
ANA VEGA,22,42.5
ANCA RALUCA,22,30.3
ANCUTA IOANA,22,29.7
ANDREA ALICIA,22,22.3
ANDREA GLORIA,22,33.6
ANDREA PAULINA,22,24.6
ANDREA RAMONA,22,25.3
ANDREEA MARINELA,22,21.5
ANGELA AZUCENA,22,41.5
ANGELA CANDELARIA,22,42.6
ANGELA DIANA,22,34.3
ANGELA LOUISE,22,45.3
ANGELA MONICA,22,39.3
ANGELA NICOLE,22,15.3
ANGELES ESPERANZA,22,51.6
ANGELES INMACULADA,22,46.7
ANGELES JUANA,22,63.8
ANGELICA LUCIA,22,30.2
ANGELICA PAOLA,22,26.5
ANGIE VALERIA,22,15.2
ANICIA,22,54.8
ANNA MONTSERRAT,22,30.1
ANTIMA,22,56.9
ANTONIA CONSUELO,22,62.7
ANTONIA JULIANA,22,62.8
ANTONIA MAR,22,41.5
ANTONICA,22,44.1
ARA MARIA,22,26.2
ARACELI BELEN,22,22
ARANKA,22,45.9
ARIADNA CAROLINA,22,12.3
ARIANA CARMEN,22,18.8
ARMINDA PINO,22,29
ASCENDINA,22,75
AURORA ENCARNACION,22,50.4
AURORA RAQUEL,22,55
AVELINA CARMEN,22,63
AYSE,22,36.7
AZIZ,22,47.9
AZUCENA MARGARITA,22,48.8
BARBARA INMACULADA,22,38.7
BARBARA RUTH,22,45.5
BARBARE,22,6.1
BASILISA MARIA,22,64
BEATRIZ AMALIA,22,40.8
BEATRIZ ESTEFANIA,22,28.8
BEATRIZ VERONICA,22,35
BEGOÑA MONTSERRAT,22,49
BEGOÑA RAQUEL,22,41.6
BELKIS ALTAGRACIA,22,45.4
BERYL ANN,22,68.5
BESMA,22,13.2
BETHY,22,39.5
BETISA,22,39.1
BETTINA MARIA,22,46.9
BETTY MARLENE,22,45.9
BIANCA ROXANA,22,19.8
BIBIANA MARCELA,22,34.2
BIMBA,22,3.6
BINDU,22,31.1
BLANCA CELINA,22,40.4
BLANCA EULALIA,22,49.7
BLANCA GEMMA,22,36.8
BLANCA GUADALUPE,22,42.9
BLANCA JESUS,22,47.5
BRENDA LUCIA,22,19.6
BRITT MARIE,22,66.5
BRYANNA,22,3
CAMILA ROCIO,22,17.8
CANDELARIA DOLORES,22,54.2
CANDICE,22,30.8
CANDIDA ANTONIA,22,56
CARLA ANTONELLA,22,22.9
CARLA MICHELLE,22,14.7
CARLA VIVIANA,22,31.5
CARLOTA LUCIA,22,21.3
CARMEL,22,47.4
CARMEN ADELINA,22,50.5
CARMEN CELESTE,22,39.3
CARMEN FELICIDAD,22,58
CARMEN GEORGETA,22,39.9
CARMEN LARA,22,28.6
CARMEN YESENIA,22,28.8
CAROLINA DANIELA,22,26.4
CARRIE ANN,22,33.3
CATALINA ALEJANDRA,22,25
CATALINA ESPERANZA,22,43.2
CATALINA IOANA,22,20.4
CATALINA IRENE,22,46.1
CATALINA MILAGROS,22,52
CATALINA NEUS,22,26.3
CATHARINA JOHANNA,22,60.9
CATRIN,22,33.1
CECILIA ANA,22,38.4
CECILIA EUGENIA,22,40.2
CECILIA MARIANA,22,38.6
CELIA JOSEFA,22,61
CELIA NOEMI,22,35
CELIA ROSARIO,22,45.2
CESALTINA,22,53
CHANTAL MARIA,22,33.3
CHARMAINE,22,42.1
CHRISTEL MARIA,22,54.4
CIARA MARIA,22,19.5
CINDA,22,42.4
CLARA MANUELA,22,33.6
CLARA RAQUEL,22,42.7
CLAUDIA AMPARO,22,37.8
CLAUDIA ARACELI,22,27.1
CLAUDIA ERIKA,22,36.7
CLAUDIA LEONOR,22,33.4
CLAUDIA RITA,22,20.5
CLETA,22,71.9
CLHOE,22,5.5
CONG,22,31.2
CONSUELO ANTONIA,22,59.5
CREACION,22,76
CRISTINA ASCENSION,22,38.8
CRISTINA BARBARA,22,36.3
CRISTINA BIANCA,22,22.7
CRISTINA BLANCA,22,41.6
CRISTINA LORETO,22,33.4
DAIANA MARIA,22,11.1
DALILA MARIA,22,37.8
DANIELA FRANCISCA,22,29.8
DANIELA LORENA,22,27.2
DANIELA VIOLETA,22,29.5
DANY,22,47.1
DAVINIA PILAR,22,28.2
DAYANA LISBETH,22,15.8
DAYANA LIZBETH,22,15.3
DAYLA,22,7.2
DEISE,22,39.7
DEISY PATRICIA,22,26.3
DELIA ANTONIA,22,41.5
DELIA PILAR,22,55
DENISA BIANCA,22,15.1
DENISA DANIELA,22,16.9
DESIRE CARMEN,22,22.7
DESIREE PINO,22,23.8
DESISLAVA GEORGIEVA,22,34
DEYSI MARIA,22,44.1
DIANA ELISA,22,24.4
DIANA ELISABETH,22,22.8
DIANA FABIOLA,22,29.1
DIANA LEONOR,22,29.2
DIANA MARGARET,22,68
DOLORES BEGOÑA,22,48.7
DOLORES CATALINA,22,56.1
DOLORES FUENSANTA,22,50.5
DOLORES MACARENA,22,39.9
DOLORES PIEDAD,22,52.1
DORINDA MARIA,22,67.3
DORIS CRISTINA,22,35.7
DORIS ROCIO,22,40.5
DOROTHY ANNE,22,71
DOROTHY MARGARET,22,72.6
DOROTHY MARY,22,77.3
DUMITRA DANIELA,22,36.1
EDELVINA,22,69
EDINALVA,22,43.4
EDITH MARLENE,22,41.3
EILEEN PATRICIA,22,71
ELENA ANGELICA,22,36.8
ELENA DELIA,22,32.8
ELENA FLORINA,22,29.3
ELENA REBECA,22,18.5
ELENA VANESA,22,29.5
ELIA MARINA,22,37.6
ELIA PILAR,22,36.5
ELIANA BEATRIZ,22,37.3
ELIDA BEATRIZ,22,54.2
ELISETE,22,41.4
ELIXANE,22,21.6
ELIZABETH ALEJANDRA,22,33.3
ELIZABETH JEAN,22,61.5
ELIZABETH MILAGROS,22,33.5
ELODY,22,18.9
ELSA ALEXANDRA,22,28.1
ELSA GRACIELA,22,53.5
ELSA LILIANA,22,44.5
ELSY MARIA,22,45.8
ELUR,22,16.7
ELVIRA ANGELA,22,62
EMERITA MARIA,22,57.8
EMILIA ESPERANZA,22,53.2
EMILIA MAGDALENA,22,46.4
EMILIA MARIANA,22,38.7
EMILIA RAMONA,22,48.3
EMILSEN,22,43.3
EMILY DANIELA,22,10.1
EMMA BELEN,22,32.3
EMMA ELENA,22,37.7
ENCARNACION JESUS,22,44.1
ENCARNACION REYES,22,53.7
ENCARNACION VICTORIA,22,50.6
ENERIZ,22,29.4
ERIKA ELISABETH,22,54.9
ERIKA RAQUEL,22,32.6
ERIKA VANESA,22,25.5
ERIKO,22,40.3
ERIS,22,11.5
ESMELDA,22,39.5
ESMERALDA PILAR,22,36.4
ESPERANZA LOURDES,22,45.7
ESPERANZA ROSA,22,56.6
ESTEFANIA VICTORIA,22,30.2
ESTELIA,22,55.2
ESTHER ALEJANDRA,22,24
ESTHER BELEN,22,37.6
ESTRELLITA,22,45.5
EUGENIYA,22,36.1
EULALIA DOLORES,22,55.9
EULALIA MARGARITA,22,48.7
EVA ANDREA,22,34.1
EVA ANGELINES,22,45.8
EVA CLARA,22,37.2
EVA ESTEFANIA,22,30.6
EVDOKIYA,22,38.4
EVELI,22,35.1
EWA MALGORZATA,22,41.1
EXCELSINA,22,71
EYRA,22,5.7
FABIOLA ROCIO,22,32.4
FANNY GRACIELA,22,44.6
FANNY MARGARITA,22,50.4
FANNY MARLENE,22,43.4
FATIMA SOFIA,22,19.6
FERNANDA ESTEFANIA,22,19.2
FIDELA MARIA,22,52.5
FLOR MARGARITA,22,43.4
FLORENCIA CARMEN,22,59.6
FLORENTINA ADRIANA,22,29.2
FLORENTINA ROXANA,22,24
FLORINA MIRELA,22,29.9
FLORS,22,24.3
FRANCISCA ADORACION,22,55.9
FRANCISCA OLIVA,22,44.7
GABRIELA FABIANA,22,39
GEMMA MONTSERRAT,22,35.3
GENE,22,49
GEORGETA ADRIANA,22,33.8
GETUTA,22,39
GEZABEL,22,31
GINA ROCIO,22,41.5
GINNA PAOLA,22,28.4
GLADYS EUGENIA,22,47.6
GLADYS MARISOL,22,40.2
GLANA,22,19.2
GLENDA XIOMARA,22,37.1
GLORIA GUADALUPE,22,42.3
GLORIA JUDITH,22,45.5
GRECIA MARIA,22,37.5
GRIETJE,22,66.3
GRISELDA BEATRIZ,22,43.1
GRISELDA NOEMI,22,39.9
GUAXARA,22,21
GWENDOLYN,22,31.1
HABANA,22,8.9
HADASA,22,17.2
HANADI,22,31.5
HARLEEN,22,5.6
HAYDEE MARIA,22,48.1
HEREDIA,22,73.3
HERMINIA DOLORES,22,53.9
HILDA GRACIELA,22,53
HILDEGART,22,63
IANINA,22,35.5
ILDEFONSA MARIA,22,53.3
ILINKA,22,44.5
INES AMPARO,22,43.7
INES LEONOR,22,42.8
INES NIEVES,22,54.3
INGER MARIE,22,67.7
INHA,22,36.3
INMACULADA GUADALUPE,22,41.2
INMACULADA MERCEDES,22,47.2
IRAGARTZE,22,32
IREMA,22,21.5
IRENE ALICIA,22,39.8
IRENE CLARA,22,33.4
IRENE ENCARNACION,22,42.9
IRENE NATALIA,22,30
IRINA GEORGIANA,22,25.2
IRMA GRACIELA,22,48
ISABEL AMELIA,22,49.8
ISABEL COVADONGA,22,39.8
ISABEL GRACIELA,22,48.7
ISABEL MARIA PILAR,22,65.4
ISABEL NURIA,22,46
ISABELLA SOFIA,22,6.2
ITOITZ,22,16.9
IULIA MIHAELA,22,24.7
IULIANA SIMONA,22,35.2
IZABELA KATARZYNA,22,36.4
IZAMAR,22,20.5
JACQUELINE LOUISE,22,53.3
JANE MARIE,22,47.7
JANELY,22,9.1
JANICE ELIZABETH,22,58.5
JASMINKA,22,42.7
JEAN MARIE,22,49.4
JEANETT,22,31.3
JEANNETH,22,38.8
JENNIFER KARINA,22,26.5
JENNIFER MAY,22,62.9
JENNY ESTHER,22,37.7
JESABEL,22,23.3
JESSICA JACQUELINE,22,32.1
JESSICA ROSE,22,18.9
JETZABEL,22,31.5
JEVGENIJA,22,34.3
JIANE,22,46.5
JIANLAN,22,40.4
JIAYIN,22,19.1
JINXUAN,22,3.9
JOANA SOFIA,22,26.1
JOANNA ELZBIETA,22,37.4
JOAQUINA ANTONIA,22,65.4
JOBITA,22,59.2
JOSEFA BLANCA,22,65.9
JOSEFA MICAELA,22,65.5
JOSEFA PATRICIA,22,50.5
JOSEFA SAGRARIO,22,62.3
JOSEFA SARA,22,68.3
JOSEFA SOFIA,22,66.1
JOSEFA TOMASA,22,65
JOSELYN ANDREA,22,17.9
JOSELYN MICHELLE,22,19
JOSSELYN GABRIELA,22,17.9
JUANA DOMINGA,22,57
JUANA FERNANDA,22,53
JUANA GREGORIA,22,62.8
JUANA GUILLERMINA,22,57.7
JUANA JOSEFINA,22,61.4
JUANA MARAVILLAS,22,50.3
JUANA MARTINA,22,67.1
JUANA MONICA,22,46
JUANA OLIVA,22,57.2
JUANA TOMASA,22,65.5
JUDI,22,20.1
JUDITH PATRICIA,22,41.6
JULA,22,23.6
JULIA ADRIANA,22,32
JULIA AMALIA,22,49.7
JULIA ASCENSION,22,58.6
JULIA ESMERALDA,22,38.2
JULIA JOSEFINA,22,53
JULIA MONICA,22,43.2
JULIANA ANTONIA,22,65.5
JULIANA CRISTINA,22,36.5
JULIE LOUISE,22,44
JULIETA ANDREA,22,27.5
JUNHONG,22,35.4
KAREN FABIOLA,22,25
KAREN MARY,22,50.2
KAREN VALERIA,22,17.7
KAREN YESENIA,22,27.6
KARINA MABEL,22,35.5
KARINA NOEMI,22,34.5
KAROL TATIANA,22,21.4
KATHARINA MARIA,22,45.5
KATINA,22,31.7
KAZUKO,22,61.9
KERRY ANNE,22,39.5
KHADYJA,22,26
KHALDIA,22,39.4
KHATIMA,22,37.2
KIMBERLY NICOLE,22,13.5
KIRSA,22,23.5
KRISTA,22,40.7
KUN,22,31.6
KYLIE,22,16
LAHBIBA,22,37.6
LAINA,22,18
LARAIB,22,12.3
LARISA MARIANA,22,19.5
LAURA AMANDA,22,25
LAURA DESIREE,22,25
LAVINIA FLORENTINA,22,26.2
LEIDY PATRICIA,22,27.6
LENUTA DANIELA,22,33.4
LESLEY JANE,22,55.2
LESLY DAYANA,22,12.6
LETICIA MARGARITA,22,34.1
LETICIA VICTORIA,22,31.7
LIANG,22,26.5
LIANYING,22,47.5
LIDIA AMPARO,22,39.9
LIDIA INMACULADA,22,39
LIESBETH,22,36.5
LIGIA PATRICIA,22,40.6
LILIA BEATRIZ,22,50.3
LILIA CARMEN,22,49.4
LILIANA ALINA,22,30.7
LILIANA TERESA,22,47.4
LILLIAM,22,45.9
LINDALVA,22,45
LINGYUN,22,40.6
LIRIAM,22,14.8
LISBETH ALEXANDRA,22,18.5
LIVIA ELENA,22,32.5
LIXIANG,22,31.5
LIZ MERCEDES,22,29.3
LIZARA,22,7.4
LIZETH FERNANDA,22,24.5
LOREDANA IOANA,22,28.4
LORENA GUADALUPE,22,34
LORENA ROSA,22,31
LOUISE MARIE,22,38.7
LUCETTE,22,74.9
LUCIA AMELIA,22,47.1
LUCIA COVADONGA,22,32
LUCIA JIMENA,22,16.3
LUCIA LAURA,22,28.5
LUCIA SOCORRO,22,51.7
LUCY ANNE,22,31.3
LUFTOLDE,22,78.6
LUIGIA,22,52.8
LUISA CANDELARIA,22,49.9
LUISA ELIZABETH,22,44.1
LUISA ESMERALDA,22,36.4
LUISA SOLEDAD,22,54.9
LUMINITA IONELA,22,34.8
LUNA SOFIA,22,6.4
LUZ ANA,22,39.7
LUZ BEATRIZ,22,45.7
LUZ INES,22,52.3
LUZ MILENA,22,37.8
LUZ NATALIA,22,35.4
MABEL CRISTINA,22,44.9
MACARENA PAZ,22,28.4
MACARENA SOLEDAD,22,28.3
MAGALI ELIZABETH,22,33.9
MAGDA MARIA,22,48.6
MAGDALA,22,26.2
MAGDALENA ANGELES,22,50.7
MAGDALENA JOANNA,22,32.5
MAGDALENA JOSEFA,22,61.1
MAGDALENA MARGARITA,22,52.2
MAGDALENA ROSARIO,22,54
MAH NOOR,22,9.6
MAHNAZ,22,47.6
MALGORZATA TERESA,22,41.5
MALIN,22,20
MANJA,22,40.8
MANUELA BELEN,22,36.9
MANUELA GUADALUPE,22,53.6
MANUELA LAURA,22,48.5
MANUELA PAULA,22,51.1
MANUELA YOLANDA,22,43.8
MARCELA DANIELA,22,35.7
MARCELA SUSANA,22,48
MARCIA VERONICA,22,35.8
MARGARITA AMELIA,22,60.1
MARGARITA AZUCENA,22,57.4
MARGARITA ELVIRA,22,58.4
MARGARITA REMEDIOS,22,49.2
MARGARITA SANDRA,22,43.1
MARGARITA SARA,22,51.1
MARIA ANDION,22,48.3
MARIA ANDRADA,22,15
MARIA ANUNCIATA,22,50.2
MARIA ANUSKA,22,41.7
MARIA AZAHAR,22,32.1
MARIA BELVIS,22,48.3
MARIA CARMEN AMELIA,22,68.6
MARIA CARMEN ELISA,22,68.5
MARIA CARMEN FELISA,22,67.7
MARIA CEL,22,43.5
MARIA CIRIACA,22,61.8
MARIA CLEOTILDE,22,44.6
MARIA CONTEMPLACION,22,70
MARIA DONINA,22,66.1
MARIA ERSILIA,22,66.3
MARIA ESPIRITU SANTO,22,62.9
MARIA EUNATE,22,41.3
MARIA GINA,22,47.6
MARIA GRETA,22,41.3
MARIA INDARA,22,19.4
MARIA ISABEL BEGOÑA,22,61.8
MARIA IULIA,22,25
MARIA IZABEL,22,35.3
MARIA JESUS ELENA,22,63.9
MARIA JOLANTA,22,52.9
MARIA LEONILDA,22,64.2
MARIA MARIELA,22,37.1
MARIA MELODIA,22,26.6
MARIA NADALINA,22,68.3
MARIA NELCY,22,48.8
MARIA PILAR PALOMA,22,60.9
MARIA PILAR VICENTA,22,63
MARIA PRAZERES,22,56.1
MARIA PRISCA,22,51.8
MARIA SALOBRAL,22,50.2
MARIA SALUSTIANA,22,56.2
MARIA SEQUERO,22,43.9
MARIA SOGUES,22,53.8
MARIA YENNY,22,40.9
MARIA YOMARA,22,27.8
MARIANA MAGDALENA,22,41.7
MARIANA ROSARIO,22,44.1
MARIANA SOFIA,22,15.8
MARIBETH,22,38.5
MARIE ANN,22,43.7
MARIE DOMINIQUE,22,57.4
MARIELA NOEMI,22,36
MARINA FRANCISCA,22,44.8
MARINA GUADALUPE,22,40.4
MARINA LORENA,22,34.3
MARINA PAZ,22,54.6
MARINA SUSANA,22,39.9
MARINELA CRISTINA,22,29.9
MARISOL ROCIO,22,41.3
MARITZA ELENA,22,46.9
MARIYAMA,22,18.2
MARLENE BEATRIZ,22,38.2
MARLENE PATRICIA,22,43.2
MARTA CELIA,22,43.5
MARTA NATIVIDAD,22,37.2
MARTA PAZ,22,31.9
MARTA REBECA,22,27.1
MARTA ROSALIA,22,37.9
MARTHA CATALINA,22,41.5
MARTHA LILIA,22,53.3
MARTHA LUCY,22,53.4
MARTHA MILENA,22,40
MARTHA MONICA,22,44.7
MARTHA RAQUEL,22,42.3
MARTINA TERESA,22,36
MARY ANGELES,22,35.9
MATHILDA,22,20.3
MATILDE AMPARO,22,61.1
MATILDE VICTORIA,22,50.3
MAUREEN JOAN,22,67.9
MBAYANG,22,27.1
MEGHAN,22,13.9
MENCIA MARIA,22,11
MERYAME,22,19
MEY,22,11.7
MICAELA ALEJANDRA,22,14.8
MIDIALA,22,42.3
MIGUELINA ALTAGRACIA,22,42.1
MIHAELA ILEANA,22,32.2
MIKI,22,41.2
MILADIS,22,46.5
MILAGROS COROMOTO,22,47.2
MILAGROS SOLEDAD,22,43.5
MILEIDYS,22,37.3
MILITSA,22,29.1
MIRELA ADRIANA,22,32.8
MIREN ARGI,22,44.9
MIREN ELENE,22,44.4
MIRIAM CANDELARIA,22,30
MIRIAM ESPERANZA,22,29.9
MIRIAM IRENE,22,32.6
MIRIAM JANETH,22,40
MIRIAM LILIANA,22,45.5
MIRIAM MABEL,22,46.1
MIRIAN CONCEPCION,22,35.2
MIRTHA MARIA,22,46
MONICA CRUZ,22,38.3
MONICA ELVIRA,22,42.1
MONICA JANET,22,41.1
MONICA ROXANA,22,36.4
MONICA VIOLETA,22,41.3
MONTSERRAT CRISTINA,22,41.1
MONTSERRAT ROSARIO,22,44.6
MOREYBA,22,27.7
MYLA,22,26.7
NADIA ALEXANDRA,22,21.3
NAEMA,22,36.9
NANCY SOCORRO,22,49.1
NARCISA ISABEL,22,46
NASRINE,22,21.4
NATALIA EVA,22,34.8
NATALIA ROMINA,22,30.9
NDEYE AMY,22,23.2
NELLY CECILIA,22,46.6
NELLY RAQUEL,22,38.9
NELLYA,22,48
NEUSA MARIA,22,52.8
NICOLETA AURELIA,22,33
NICOLETA LAURA,22,31
NIEVES CRISTINA,22,37.4
NOELIA MARGARITA,22,30.8
NORA LUCIA,22,37.9
NUBIA CARMEN,22,47.1
NUBIA MARIA,22,48
NURIA FERNANDA,22,19.2
NURIA LORENA,22,23.1
OFELIA MARGARITA,22,52.1
OLIVIA TERESA,22,24
OMAMA,22,15.8
ORFA,22,49.2
OUMHANI,22,43.4
PALMA MARIA,22,26.9
PALOMA SUSANA,22,44.4
PAMELA CRISTINA,22,26.7
PANCRACIA,22,61.1
PATRICIA CLARA,22,35.5
PATRICIA JOSEPHINE,22,65.3
PATRICIA SONIA,22,37
PAULA LOURDES,22,37.9
PAULA ROXANA,22,22.7
PEILEI,22,29.2
PERLA MASSIEL,22,20.4
PILAR ALMUDENA,22,35.5
PILAR ARANZAZU,22,38.7
PILAR ASCENSION,22,56.2
PILAR ESTEFANIA,22,31.9
PILAR VERONICA,22,39.2
QIU,22,33
RACHEL MARIE,22,32.2
RADHIA,22,40
RAFAELA CONCEPCION,22,53.5
RAFIAA,22,38
RALUCA ALINA,22,25.6
RAMONA MONICA,22,40.4
RAMONA ROSARIO,22,63
RAQUEL EMILIA,22,44.7
RAQUEL JOSEFA,22,50.4
RAQUEL JULIA,22,38.2
RAQUEL MARTA,22,45.4
RAWYA,22,8.5
RAYHANE,22,7.2
REBECA ESTHER,22,31.3
REBECA GABRIELA,22,8.8
REBECA LUCIA,22,20.4
REMEDIOS ISABEL,22,45.8
RITA CANDELARIA,22,47.9
RITA FRANCISCA,22,51.3
RITA INES,22,45
RITA LORENA,22,34.6
ROAYA,22,3.5
ROCIO GABRIELA,22,28.4
ROCIO MARISOL,22,36.7
RODOVICA,22,46.5
ROSA ELVA,22,46.9
ROSA LILIAN,22,40.5
ROSA MILENA,22,35.4
ROSA MIRIAN,22,42.3
ROSA PURA,22,61.5
ROSA SARA,22,49.4
ROSALIA ANA,22,46.2
ROSANA MABEL,22,37
ROSANNA ELIZABETH,22,37
ROSARIO LEONOR,22,53.4
ROSELYNE,22,53.9
ROSEMARY ELIZABETH,22,58
ROSENDA MARIA,22,57.3
ROSINEIDE,22,39.7
ROXANA VALENTINA,22,19.5
RUTH ANN,22,51.1
RUTH GABRIELA,22,28.9
RUTH RAQUEL,22,34.7
SABINA ELENA,22,31.5
SALAM,22,29
SAMYRA,22,21.7
SANDRA JANET,22,46.7
SANDRA LIZETH,22,33.7
SANDRA PAMELA,22,32.8
SANDRA TATIANA,22,31.2
SANDRA YULIETH,22,31.4
SANIYA,22,38.7
SARA CAMILA,22,13
SARA ESTELA,22,37.6
SARA FERNANDA,22,22.5
SARA HELENA,22,20.7
SARA JOSEFINA,22,39
SARA MARCELA,22,29.7
SARA MONTSERRAT,22,32.7
SARA RITA,22,28.2
SARAH CATHERINE,22,39.5
SAROA,22,15.1
SATWINDER,22,35.7
SEHAR,22,10
SERENELLA,22,38.4
SHANTI,22,28
SHEELA,22,48.9
SHIARA,22,9.2
SHIRLEY KARINA,22,31.6
SHIRLEY PAOLA,22,30.7
SHIRLEY VANESSA,22,29.8
SHUHONG,22,44.7
SHUWEI,22,32.8
SIGRUN,22,63.8
SILVANA GABRIELA,22,31.9
SILVIA ADELA,22,42.9
SILVIA JOSEFINA,22,48.3
SILVIA JUDITH,22,42.5
SILVIA LUZ,22,42.2
SILVIA MARISOL,22,37.8
SILVIA MATILDE,22,41.8
SILVINA MARIEL,22,36.5
SILVIYA IVANOVA,22,38
SIMONA LAURA,22,36
SIXTA TULIA,22,53.2
SIYANA,22,14.6
SOFIA MONTSERRAT,22,25.3
SOFIA SOLEDAD,22,24.6
SOLE,22,25.9
SONIA EVA,22,43.3
SONIA KARINA,22,37
SORAYDA,22,35.7
SOUDIA,22,51.6
SOÑA,22,32.8
STEFANIA DANIELA,22,26
STEFANIA IOANA,22,15.5
STEPHANIE CAROLINA,22,21.7
STEPHANNY,22,19.2
SUIZHU,22,44.2
SUSAN MARIA,22,56
SUSANA CECILIA,22,44.5
SUSANA ELISA,22,44.4
TANISHA,22,6.7
TAO,22,26.1
TATIANA VANESSA,22,24.9
TELMA MARIA,22,45.6
TERESA LAURA,22,45.5
TRIJNTJE,22,69.1
UNNI,22,68
URANIA,22,57
VALERIA NOEMI,22,26.6
VANESA LAURA,22,31.1
VANESA LORENA,22,32.2
VANESSA ANGELES,22,25.9
VANESSA ELENA,22,19.1
VANESSA GABRIELA,22,20.5
VANILDA,22,40
VASILINA,22,35.7
VERANIKA,22,29.6
VERGINIYA,22,40.8
VERONICA ANTONIA,22,36
VERONICA JACQUELINE,22,37.8
VIANA,22,32
VIANEY,22,35.2
VICTORIA AURORA,22,50.1
VICTORIA FERNANDA,22,26.2
VICTORIA JOSEFINA,22,46.6
VILMA ISABEL,22,42.5
VIOLETA MARIANA,22,35.7
VIRGINIA JESUS,22,45.1
VIRGINIA VERONICA,22,34.5
VIRGINIDAD,22,72.2
VISITACION MARIA,22,58.7
WEIJUN,22,41.9
WENDY TATIANA,22,24.2
WENYI,22,22.5
XIMEI,22,39.5
XUEYU,22,38.4
YAHUI,22,14.7
YAIZA MAR,22,23.8
YALILA,22,30.8
YAMA,22,25.5
YAMIRKA,22,37
YANIRA ISABEL,22,24
YANJUN,22,36
YANNAT,22,3.1
YASMINA ISABEL,22,26.1
YAXI,22,7.4
YEIZA,22,23.5
YEKATERINA,22,23.5
YENAI,22,22
YENNY ANDREA,22,33.9
YENY PATRICIA,22,36
YILENIA,22,14.1
YIRA,22,23
YOHANDRA,22,36.8
YOLANDA MILAGROS,22,45.7
YONGHUA,22,52.1
YULIMAR,22,32
YUNEISI,22,24.4
YURONG,22,34.9
YUXIANG,22,49.4
ZAMBRA,22,16.4
ZEINABOU,22,25.8
ZI,22,24.5
ABI,21,17.8
ABIGAIL MARIA,21,28.2
ACELINA,21,73
ADELINA GABRIELA,21,15.1
ADINA MARIANA,21,33.2
ADINA NICOLETA,21,29.5
ADJOU,21,38.5
ADRIANA ANDREA,21,33.4
ADRIANA JOSEFINA,21,38.9
ADRIANA JUDITH,21,22.5
ADRIANA LILIANA,21,37.2
AFRICA VICTORIA,21,31.1
AGNESA,21,39.6
AINARA ROCIO,21,6.3
AINERE,21,8.4
AINHOA ESTEFANIA,21,6.5
AINHOA FERNANDA,21,7.2
AITANA ISABEL,21,10.1
AIZETI,21,16
ALASKA,21,29.4
ALBA CONSUELO,21,40.5
ALBA LETICIA,21,29.9
ALBA LIDIA,21,39.2
ALBA NURY,21,45.7
ALEJANDRA MARIELA,21,34.6
ALEJANDRA ROSA,21,40.9
ALEXANDRA JACQUELINE,21,39.6
ALEXANDRA MIRELA,21,22.2
ALEXANDRA VALERIA,21,22.5
ALEXANDRA VANESSA,21,26.4
ALEXANDRA VIOLETA,21,24
ALICE ELIZABETH,21,39.6
ALICIA LILIANA,21,45.4
ALICIA REBECA,21,26
ALICIA SARA,21,36.4
ALICJA MARIA,21,43.4
ALINA PETRONELA,21,29.7
ALMA LUZ,21,40.1
ALOE,21,16.1
ALSINA,21,75.1
ALTAGRACIA MERCEDES,21,51.2
AMANDA CAROLINA,21,21.3
AMINATOU,21,19.5
AMPARO YOLANDA,21,48.1
ANA AMOR,21,40.1
ANA AZAHARA,21,25.1
ANA BIENVENIDA,21,48.4
ANA ELIZABET,21,31.7
ANA IONELA,21,29.5
ANA ISIDORA,21,43.8
ANA KATHERINE,21,23.4
ANA MARISA,21,34.1
ANA MINERVA,21,32.9
ANA MIRELLA,21,36
ANA NICOLE,21,10.7
ANA PATROCINIO,21,50.9
ANA RUFINA,21,48.1
